Time, New Command, Measured EIP, Command EIP, Measured DI, Command DI, Measured EDC, Command EDC, Measured PI, Command PI, Measured LUM, Command LUM, Measured FDS, Command FDS, Measured FDP, Command FDP, Force y, Mx, Force x, M z, M y, Force z
82.51,0,10.018957,10,-0.592718,5,4.80607,5,9.994708,10,30.803428,5,4.860627,5,9.997167,10,0.167586,0.252668,0.216895,0.017725,-0.296176,-0.035129
82.52,0,9.968532,10,-0.592718,5,4.772028,5,9.972519,10,30.756448,5,4.832679,5,9.96651,10,0.166619,0.252668,0.216572,0.019015,-0.296498,-0.037062
82.53,0,9.930714,10,-0.594071,5,4.843206,5,10.026408,10,30.783647,5,4.869943,5,10.01389,10,0.166941,0.253635,0.217862,0.018692,-0.29682,-0.036418
82.54,0,9.913906,10,-0.592718,5,4.759649,5,10.058107,10,30.744085,5,4.83035,5,9.991593,10,0.167263,0.252668,0.216895,0.01837,-0.296498,-0.035773
82.55,0,9.912506,10,-0.594071,5,4.855585,5,10.004218,10,30.79601,5,4.886246,5,10.050122,10,0.167263,0.252668,0.216572,0.01837,-0.296176,-0.037384
82.56,0,9.8999,10,-0.595424,5,4.809164,5,10.029577,10,30.761394,5,4.844324,5,10.002742,10,0.167586,0.253312,0.217539,0.018048,-0.296498,-0.03674
82.57,0,9.902701,10,-0.590011,5,4.877248,5,9.991539,10,30.719359,5,4.844324,5,10.050122,10,0.16823,0.253957,0.216572,0.019015,-0.297142,-0.036095
82.58,0,9.96433,10,-0.590011,5,4.843206,5,10.029577,10,30.781174,5,4.879259,5,10.016677,10,0.167586,0.253312,0.217217,0.01837,-0.29682,-0.03674
82.59,0,10.017556,10,-0.599484,5,4.793691,5,9.985199,10,30.79601,5,4.841995,5,10.005529,10,0.167586,0.253312,0.217539,0.01837,-0.296498,-0.036095
82.6,0,10.006351,10,-0.595424,5,4.874153,5,10.029577,10,30.669907,5,4.888575,5,9.938639,10,0.165652,0.253312,0.216895,0.019015,-0.297142,-0.03674
82.61,0,9.979738,10,-0.595424,5,4.818449,5,9.982029,10,30.773757,5,4.851311,5,10.011103,10,0.166297,0.254601,0.216572,0.01837,-0.297142,-0.036418
82.62,0,9.96293,10,-0.592718,5,4.920574,5,9.959839,10,30.73914,5,4.841995,5,9.974871,10,0.167908,0.254279,0.216895,0.018048,-0.296498,-0.03674
82.63,0,9.936317,10,-0.590011,5,5.007225,5,9.997878,10,30.788592,5,4.872272,5,10.025038,10,0.165974,0.253635,0.21625,0.017725,-0.297465,-0.038029
82.64,0,9.929314,10,-0.595424,5,5.081498,5,9.94716,10,30.734195,5,4.837337,5,9.99438,10,0.166941,0.25299,0.216895,0.018048,-0.295853,-0.037062
82.65,0,9.930714,10,-0.594071,5,5.143392,5,10.010558,10,30.783647,5,4.890904,5,9.938639,10,0.167263,0.25299,0.21625,0.018048,-0.297142,-0.037062
82.66,0,9.930714,10,-0.594071,5,5.171245,5,9.95033,10,30.751503,5,4.848982,5,10.002742,10,0.166941,0.252668,0.216572,0.018048,-0.297465,-0.037062
82.67,0,9.940519,10,-0.594071,5,5.121729,5,9.94716,10,30.781174,5,4.846653,5,9.969297,10,0.167263,0.252668,0.215928,0.017725,-0.29682,-0.035773
82.68,0,9.944721,10,-0.588658,5,5.177434,5,9.975689,10,30.788592,5,4.869943,5,10.016677,10,0.166619,0.252346,0.216572,0.018048,-0.297142,-0.03674
82.69,0,9.958728,10,-0.594071,5,5.103161,5,9.94082,10,30.744085,5,4.844324,5,9.977658,10,0.166941,0.25299,0.214961,0.017081,-0.29682,-0.037062
82.7,0,10.031563,10,-0.591364,5,5.180529,5,10.013728,10,30.781174,5,4.85364,5,10.036186,10,0.167263,0.253312,0.216572,0.016759,-0.296498,-0.03674
82.71,0,10.287885,10,-0.594071,5,5.106256,5,9.959839,10,30.716887,5,4.844324,5,9.986019,10,0.166941,0.252668,0.215606,0.017725,-0.297787,-0.037062
82.72,0,10.226256,10,-0.584598,5,5.053646,5,10.016898,10,30.756448,5,4.83035,5,10.044547,10,0.167263,0.251379,0.215283,0.018048,-0.297465,-0.036418
82.73,0,10.174431,10,-0.587305,5,5.137203,5,10.007388,10,30.771284,5,4.862956,5,9.997167,10,0.165652,0.252668,0.215928,0.018048,-0.29682,-0.036418
82.74,0,10.140815,10,-0.594071,5,5.100066,5,9.966179,10,30.73914,5,4.837337,5,10.036186,10,0.166297,0.252346,0.215283,0.017725,-0.297142,-0.03674
82.75,0,10.122606,10,-0.591364,5,5.174339,5,10.029577,10,30.778702,5,4.879259,5,10.019464,10,0.165652,0.252668,0.215283,0.017725,-0.296498,-0.036418
82.76,0,10.112802,10,-0.595424,5,5.10935,5,9.982029,10,30.73914,5,4.858298,5,10.025038,10,0.165652,0.252023,0.214961,0.017725,-0.295853,-0.037384
82.77,0,10.1086,10,-0.60219,5,5.171245,5,10.020068,10,30.773757,5,4.83035,5,9.997167,10,0.166619,0.253312,0.215606,0.01837,-0.295853,-0.036418
82.78,0,10.095993,10,-0.591364,5,5.140297,5,10.013728,10,30.79601,5,4.867614,5,10.033399,10,0.166297,0.252346,0.215283,0.018048,-0.296498,-0.036095
82.79,0,10.086189,10,-0.600837,5,5.059835,5,9.982029,10,30.751503,5,4.846653,5,9.983232,10,0.165974,0.253312,0.215283,0.018048,-0.296176,-0.036418
82.8,0,10.073583,10,-0.591364,5,5.165055,5,10.035917,10,30.768811,5,4.92351,5,9.91913,10,0.167586,0.252668,0.215283,0.018692,-0.295531,-0.036095
82.81,0,10.062377,10,-0.591364,5,5.112445,5,9.991539,10,30.726777,5,5.056263,5,9.997167,10,0.166297,0.25299,0.215928,0.017403,-0.29682,-0.036095
82.82,0,10.058175,10,-0.592718,5,5.044362,5,9.94399,10,30.766339,5,5.149423,5,9.947,10,0.166941,0.25299,0.215606,0.017725,-0.296176,-0.036095
82.83,0,10.052573,10,-0.590011,5,5.146487,5,10.023238,10,30.749031,5,5.184358,5,10.002742,10,0.165974,0.253635,0.216895,0.018692,-0.296176,-0.036418
82.84,0,10.04697,10,-0.591364,5,5.093877,5,9.997878,10,30.761394,5,5.161068,5,9.980445,10,0.167263,0.253312,0.215928,0.019015,-0.296498,-0.036418
82.85,0,10.049771,10,-0.591364,5,5.16815,5,10.054937,10,30.667435,5,5.142436,5,10.027825,10,0.167263,0.252023,0.216572,0.018692,-0.296498,-0.036418
82.86,0,10.044169,10,-0.595424,5,5.11554,5,9.991539,10,30.751503,5,5.170384,5,9.986019,10,0.166619,0.253635,0.215928,0.019015,-0.295531,-0.036418
82.87,0,10.038566,10,-0.591364,5,5.050551,5,10.054937,10,30.783647,5,5.135449,5,9.958149,10,0.167263,0.253957,0.21625,0.018048,-0.294886,-0.03674
82.88,0,10.030162,10,-0.592718,5,5.137203,5,10.032747,10,30.810846,5,5.172713,5,10.005529,10,0.166619,0.253635,0.216895,0.019015,-0.296176,-0.036418
82.89,0,10.024559,10,-0.592718,5,5.087688,5,9.985199,10,30.753976,5,5.137778,5,9.988806,10,0.167908,0.253312,0.21625,0.019015,-0.295531,-0.037707
82.9,0,10.014755,10,-0.588658,5,5.16196,5,10.054937,10,30.808373,5,5.08654,5,10.036186,10,0.167263,0.252668,0.217539,0.018048,-0.296176,-0.036418
82.91,0,10.024559,10,-0.594071,5,5.10935,5,10.001048,10,30.78612,5,5.15641,5,10.008316,10,0.167263,0.253635,0.217217,0.01837,-0.296498,-0.035451
82.92,0,10.018957,10,-0.592718,5,5.050551,5,9.94399,10,30.699579,5,5.135449,5,9.983232,10,0.167586,0.252668,0.215606,0.018048,-0.296498,-0.037062
82.93,0,10.014755,10,-0.588658,5,5.140297,5,10.032747,10,30.783647,5,5.172713,5,10.038973,10,0.167263,0.253957,0.216572,0.018048,-0.295853,-0.03674
82.94,0,10.014755,10,-0.595424,5,5.100066,5,10.001048,10,30.8059,5,5.135449,5,10.008316,10,0.167586,0.25299,0.217539,0.01837,-0.296176,-0.037062
82.95,0,10.011953,10,-0.594071,5,5.165055,5,10.070786,10,30.749031,5,5.154081,5,9.949787,10,0.167263,0.252668,0.215606,0.017403,-0.29682,-0.037707
82.96,0,10.011953,10,-0.587305,5,5.106256,5,10.020068,10,30.778702,5,5.144765,5,10.030612,10,0.166941,0.253312,0.215283,0.018048,-0.29682,-0.037707
82.97,0,10.010553,10,-0.591364,5,5.053646,5,9.982029,10,30.697106,5,5.130791,5,9.988806,10,0.167263,0.25299,0.215928,0.018692,-0.296498,-0.037707
82.98,0,10.006351,10,-0.590011,5,5.146487,5,10.032747,10,30.783647,5,5.165726,5,10.033399,10,0.167263,0.253312,0.21625,0.018048,-0.296498,-0.037062
82.99,0,10.003549,10,-0.594071,5,5.087688,5,10.016898,10,30.746558,5,5.135449,5,10.011103,10,0.166941,0.25299,0.216572,0.017403,-0.297142,-0.036418
83,0,9.997947,10,-0.595424,5,5.16196,5,10.073956,10,30.791065,5,5.077224,5,10.008316,10,0.166297,0.253635,0.215283,0.018692,-0.296498,-0.037062
83.01,0,9.995145,10,-0.592718,5,5.10935,5,10.013728,10,30.79601,5,5.147094,5,10.008316,10,0.166619,0.252668,0.214961,0.018048,-0.296498,-0.037384
83.02,0,9.997947,10,-0.590011,5,5.06293,5,9.94082,10,30.756448,5,5.135449,5,9.991593,10,0.166619,0.252346,0.214316,0.017403,-0.296498,-0.037707
83.03,0,9.993745,10,-0.591364,5,5.137203,5,10.032747,10,30.793537,5,5.158739,5,10.025038,10,0.166619,0.253312,0.214961,0.017081,-0.29682,-0.03674
83.04,0,9.996546,10,-0.596777,5,5.084593,5,10.010558,10,30.753976,5,5.123804,5,9.99438,10,0.166941,0.25299,0.214316,0.017081,-0.296498,-0.036418
83.05,0,9.995145,10,-0.594071,5,5.165055,5,10.064446,10,30.798483,5,5.184358,5,10.050122,10,0.165974,0.252668,0.215283,0.017403,-0.29682,-0.037062
83.06,0,9.988142,10,-0.595424,5,5.100066,5,10.023238,10,30.763866,5,5.151752,5,10.005529,10,0.165974,0.252668,0.215928,0.017725,-0.296176,-0.037707
83.07,0,9.988142,10,-0.591364,5,5.171245,5,9.9535,10,30.803428,5,5.13312,5,9.988806,10,0.167263,0.252346,0.215928,0.017725,-0.29682,-0.037384
83.08,0,9.98394,10,-0.590011,5,5.131013,5,10.048597,10,30.820736,5,5.158739,5,10.036186,10,0.165974,0.253312,0.215606,0.017725,-0.296176,-0.03674
83.09,0,9.982539,10,-0.60219,5,5.103161,5,10.026408,10,30.756448,5,5.13312,5,9.986019,10,0.166941,0.25299,0.215606,0.01837,-0.29682,-0.037384
83.1,0,9.985341,10,-0.591364,5,5.165055,5,10.080296,10,30.810846,5,5.172713,5,10.04176,10,0.166297,0.251701,0.214961,0.017725,-0.296498,-0.037062
83.11,0,9.988142,10,-0.588658,5,5.100066,5,10.042257,10,30.771284,5,5.140107,5,9.997167,10,0.166297,0.252023,0.215606,0.017725,-0.29682,-0.037062
83.12,0,9.98394,10,-0.592718,5,5.152676,5,10.029577,10,30.815791,5,5.140107,5,9.927491,10,0.167263,0.25299,0.21625,0.017403,-0.295531,-0.037384
83.13,0,9.978337,10,-0.588658,5,5.140297,5,10.058107,10,30.793537,5,5.161068,5,10.01389,10,0.166297,0.252346,0.215928,0.018048,-0.295853,-0.03674
83.14,0,9.976936,10,-0.592718,5,5.059835,5,10.013728,10,30.753976,5,5.13312,5,9.986019,10,0.166297,0.253312,0.215283,0.019015,-0.295853,-0.036095
83.15,0,9.978337,10,-0.590011,5,5.16196,5,10.070786,10,30.8059,5,5.105172,5,10.04176,10,0.166297,0.253635,0.215928,0.01837,-0.295853,-0.036095
83.16,0,9.978337,10,-0.592718,5,5.11554,5,10.023238,10,30.761394,5,5.135449,5,9.99438,10,0.166941,0.253312,0.21625,0.019015,-0.295853,-0.036095
83.17,0,9.976936,10,-0.592718,5,5.053646,5,10.001048,10,30.800955,5,5.135449,5,9.913556,10,0.165652,0.252668,0.215283,0.018692,-0.295531,-0.038029
83.18,0,9.978337,10,-0.590011,5,5.127919,5,10.042257,10,30.818263,5,5.165726,5,10.008316,10,0.166297,0.25299,0.21625,0.018692,-0.296176,-0.037062
83.19,0,9.98394,10,-0.596777,5,4.963899,5,10.010558,10,30.771284,5,5.142436,5,9.977658,10,0.166941,0.253312,0.216572,0.018692,-0.295209,-0.037384
83.2,0,9.989543,10,-0.594071,5,4.886532,5,10.070786,10,30.813318,5,5.072566,5,10.033399,10,0.167586,0.253635,0.216572,0.01837,-0.295531,-0.036095
83.21,0,9.986741,10,-0.596777,5,4.973184,5,10.013728,10,30.820736,5,5.151752,5,9.983232,10,0.166619,0.253312,0.216895,0.01837,-0.295209,-0.03674
83.22,0,9.979738,10,-0.594071,5,4.889627,5,9.985199,10,30.788592,5,5.135449,5,10.044547,10,0.167263,0.253957,0.216572,0.018692,-0.295853,-0.036418
83.23,0,9.98394,10,-0.587305,5,4.976278,5,10.023238,10,30.815791,5,5.168055,5,10.030612,10,0.167263,0.252668,0.216572,0.019015,-0.295531,-0.03674
83.24,0,9.985341,10,-0.594071,5,4.948426,5,9.991539,10,30.766339,5,5.140107,5,10.002742,10,0.166619,0.252668,0.216572,0.01837,-0.296498,-0.036418
83.25,0,9.981139,10,-0.591364,5,5.007225,5,10.054937,10,30.818263,5,5.172713,5,9.927491,10,0.167263,0.25299,0.217217,0.017403,-0.295853,-0.036418
83.26,1,9.981139,5,-0.590011,10,4.95771,5,9.994708,10,30.820736,5,5.147094,5,10.002742,10,0.166297,0.25299,0.216895,0.019015,-0.295209,-0.03674
83.27,0,9.979738,5,-0.595424,10,4.91129,5,9.969349,10,30.783647,5,5.13312,5,9.991593,10,0.166619,0.254601,0.21625,0.01837,-0.295853,-0.037707
83.28,0,9.978337,5,-0.588658,10,4.991752,5,10.020068,10,30.813318,5,5.168055,5,10.025038,10,0.166941,0.253957,0.216895,0.01837,-0.296176,-0.038029
83.29,0,9.695402,5,-0.595424,10,5.028888,5,9.991539,10,30.798483,5,5.140107,5,9.999955,10,0.166619,0.252668,0.215928,0.017725,-0.296498,-0.037384
83.3,0,8.98106,5,-0.596777,10,5.084593,5,10.077126,10,30.870188,5,5.198332,5,10.052909,10,0.167263,0.253635,0.215928,0.018692,-0.294886,-0.037062
83.31,0,8.161669,5,-0.591364,10,5.112445,5,10.105655,10,30.889969,5,5.207648,5,10.064057,10,0.165652,0.253635,0.215606,0.017725,-0.296498,-0.03674
83.32,0,7.614008,5,-0.590011,10,5.031983,5,10.051767,10,30.936948,5,5.207648,5,10.04176,10,0.166941,0.252023,0.215606,0.01837,-0.295853,-0.03674
83.33,0,7.244232,5,-0.590011,10,5.090782,5,10.156374,10,30.954257,5,5.15641,5,10.077992,10,0.166941,0.25299,0.21625,0.017725,-0.296498,-0.037707
83.34,0,6.938886,5,-0.594071,10,5.038172,5,10.134184,10,30.924585,5,5.093527,5,10.027825,10,0.166941,0.254601,0.216572,0.017725,-0.295853,-0.038996
83.35,0,6.665756,5,-0.590011,10,4.960805,5,10.197583,10,30.96662,5,5.074895,5,10.091927,10,0.167908,0.253957,0.215928,0.01837,-0.29682,-0.038996
83.36,0,6.389825,5,-0.594071,10,4.734892,5,10.162714,10,30.978983,5,5.088869,5,10.055696,10,0.166941,0.254924,0.215928,0.017081,-0.297787,-0.041252
83.37,0,6.078877,5,-0.590011,10,4.790596,5,10.219772,10,30.927058,5,5.067908,5,10.10865,10,0.168553,0.254924,0.216895,0.017403,-0.29682,-0.042219
83.38,0,5.772132,5,-0.587305,10,4.85249,5,10.115165,10,30.97651,5,4.979406,5,10.052909,10,0.168553,0.255891,0.217862,0.018048,-0.297142,-0.043508
83.39,0,5.532618,5,-0.591364,10,4.895816,5,10.213432,10,31.003709,5,5.01667,5,10.091927,10,0.168875,0.256535,0.218828,0.017725,-0.299398,-0.044797
83.4,0,5.354733,5,-0.591364,10,4.846301,5,10.099315,10,30.894914,5,5.046947,5,10.06127,10,0.168553,0.257502,0.219151,0.017725,-0.300043,-0.046408
83.41,0,5.318316,5,-0.588658,10,4.886532,5,10.197583,10,30.981455,5,5.030644,5,10.086353,10,0.169842,0.257502,0.219473,0.018692,-0.300043,-0.046086
83.42,0,5.377144,5,-0.590011,10,4.846301,5,10.172223,10,30.914695,5,5.028315,5,10.055696,10,0.169842,0.25718,0.220117,0.01837,-0.298754,-0.046408
83.43,0,5.41076,5,-0.588658,10,4.91129,5,10.194413,10,30.961674,5,5.051605,5,10.097502,10,0.169197,0.258147,0.219795,0.017725,-0.300043,-0.046408
83.44,0,5.398154,5,-0.590011,10,4.855585,5,10.150034,10,30.929531,5,5.030644,5,10.06127,10,0.169842,0.258147,0.22044,0.01837,-0.300365,-0.046731
83.45,0,5.318316,5,-0.591364,10,4.923668,5,10.207092,10,30.96662,5,5.030644,5,10.114224,10,0.170164,0.25718,0.22044,0.019015,-0.300043,-0.046086
83.46,0,5.241279,5,-0.591364,10,4.883437,5,10.156374,10,30.981455,5,5.03996,5,10.058483,10,0.170486,0.25718,0.219795,0.018048,-0.300365,-0.045764
83.47,0,5.203461,5,-0.587305,10,4.954615,5,10.111995,10,30.932003,5,5.028315,5,9.983232,10,0.169197,0.257824,0.219795,0.018048,-0.30101,-0.045764
83.48,0,5.144634,5,-0.590011,10,4.914384,5,10.165883,10,30.956729,5,5.060921,5,10.086353,10,0.169519,0.257824,0.221084,0.018692,-0.299721,-0.046086
83.49,0,5.118021,5,-0.591364,10,4.840111,5,10.131014,10,30.907277,5,5.009683,5,10.047335,10,0.169842,0.258791,0.220117,0.018048,-0.299721,-0.045441
83.5,0,5.118021,5,-0.592718,10,4.960805,5,10.032747,10,30.959202,5,4.979406,5,10.114224,10,0.170164,0.258791,0.220762,0.018692,-0.300365,-0.046408
83.51,0,5.099812,5,-0.591364,10,4.908195,5,10.137354,10,30.914695,5,5.005025,5,10.083566,10,0.170486,0.258147,0.221084,0.018692,-0.301332,-0.046408
83.52,0,5.046587,5,-0.590011,10,4.976278,5,10.102485,10,30.961674,5,4.991051,5,10.036186,10,0.170486,0.258147,0.221729,0.01837,-0.30101,-0.048342
83.53,0,5.05359,5,-0.590011,10,4.932952,5,10.146864,10,30.932003,5,5.028315,5,10.083566,10,0.170164,0.258791,0.220762,0.019015,-0.300365,-0.047375
83.54,0,5.01157,5,-0.590011,10,4.898911,5,10.105655,10,30.941894,5,4.988722,5,10.038973,10,0.170486,0.258469,0.221084,0.018692,-0.299721,-0.04802
83.55,0,5.003166,5,-0.592718,10,4.976278,5,10.169053,10,30.91964,5,5.03996,5,10.094715,10,0.170486,0.259436,0.220762,0.019015,-0.300365,-0.047375
83.56,0,5.029779,5,-0.594071,10,4.920574,5,10.111995,10,30.917167,5,5.01667,5,10.047335,10,0.170808,0.258469,0.220762,0.019337,-0.300688,-0.04802
83.57,0,5.018574,5,-0.592718,10,4.945331,5,10.086636,10,30.885024,5,4.986393,5,10.04176,10,0.170164,0.259113,0.221729,0.01837,-0.30101,-0.047375
83.58,0,4.924729,5,-0.587305,10,4.954615,5,10.131014,10,30.932003,5,5.030644,5,10.075205,10,0.170486,0.258791,0.222051,0.01837,-0.301977,-0.04802
83.59,0,4.921928,5,-0.591364,10,4.9051,5,10.086636,10,30.887496,5,4.995709,5,10.055696,10,0.171131,0.259436,0.221084,0.019015,-0.301654,-0.046408
83.6,0,4.958345,5,-0.590011,10,4.979373,5,10.153204,10,30.932003,5,5.044618,5,9.96651,10,0.170164,0.259113,0.221729,0.018692,-0.301977,-0.04802
83.61,0,4.984958,5,-0.592718,10,4.923668,5,10.096145,10,30.936948,5,5.014341,5,10.052909,10,0.169842,0.257502,0.22044,0.01837,-0.301654,-0.048664
83.62,0,5.001766,5,-0.591364,10,4.886532,5,10.070786,10,30.887496,5,5.002696,5,10.027825,10,0.171453,0.258791,0.221084,0.018692,-0.301332,-0.047053
83.63,0,5.014372,5,-0.585951,10,4.951521,5,10.115165,10,30.932003,5,5.035302,5,10.072418,10,0.171131,0.258791,0.221084,0.01837,-0.301977,-0.048664
83.64,0,5.019974,5,-0.591364,10,4.9051,5,10.080296,10,30.887496,5,4.99338,5,10.01389,10,0.169842,0.258469,0.221084,0.018692,-0.30101,-0.047697
83.65,0,5.021375,5,-0.596777,10,4.985562,5,10.140524,10,30.927058,5,4.974748,5,10.080779,10,0.170808,0.258791,0.221084,0.016759,-0.301977,-0.048664
83.66,0,5.022776,5,-0.595424,10,4.939142,5,10.083466,10,30.907277,5,4.988722,5,10.052909,10,0.169842,0.258791,0.221084,0.017725,-0.301977,-0.04802
83.67,0,5.022776,5,-0.590011,10,4.877248,5,10.067616,10,30.867715,5,4.972419,5,9.997167,10,0.169842,0.258791,0.219473,0.017403,-0.302621,-0.048342
83.68,0,5.015772,5,-0.588658,10,4.960805,5,10.108825,10,30.90975,5,4.998038,5,10.055696,10,0.169842,0.258147,0.221084,0.01837,-0.301977,-0.047375
83.69,0,5.005968,5,-0.591364,10,4.920574,5,10.067616,10,30.882551,5,4.963103,5,10.027825,10,0.170486,0.258147,0.221407,0.018048,-0.301977,-0.048987
83.7,0,5.005968,5,-0.590011,10,4.988657,5,10.124675,10,30.927058,5,4.937484,5,10.080779,10,0.169842,0.258147,0.221084,0.018048,-0.301654,-0.048664
83.71,0,5.007368,5,-0.604897,10,4.923668,5,10.086636,10,30.929531,5,4.972419,5,10.038973,10,0.169197,0.258147,0.221084,0.017725,-0.301977,-0.048664
83.72,0,5.001766,5,-0.590011,10,5.001036,5,10.051767,10,30.899859,5,4.960774,5,9.991593,10,0.170486,0.258147,0.22044,0.01837,-0.301654,-0.048342
83.73,0,5.001766,5,-0.587305,10,4.963899,5,10.089806,10,30.914695,5,4.986393,5,10.044547,10,0.169519,0.257824,0.22044,0.017725,-0.301654,-0.04802
83.74,0,5.004567,5,-0.591364,10,4.923668,5,10.032747,10,30.872661,5,4.965432,5,10.022251,10,0.170164,0.258469,0.220762,0.018692,-0.30101,-0.047697
83.75,0,5.01017,5,-0.592718,10,5.004131,5,10.105655,10,30.927058,5,4.99338,5,10.072418,10,0.169519,0.258791,0.220117,0.018692,-0.30101,-0.047053
83.76,0,5.015772,5,-0.592718,10,4.945331,5,10.054937,10,30.929531,5,4.967761,5,10.027825,10,0.168553,0.257502,0.221084,0.017725,-0.301977,-0.048664
83.77,0,4.998964,5,-0.587305,10,4.898911,5,10.045427,10,30.870188,5,4.967761,5,10.002742,10,0.169842,0.257502,0.220762,0.018048,-0.302943,-0.047697
83.78,0,5.003166,5,-0.585951,10,4.966994,5,10.089806,10,30.917167,5,4.991051,5,10.050122,10,0.169842,0.257824,0.221084,0.018692,-0.301332,-0.04802
83.79,0,4.991961,5,-0.588658,10,4.929858,5,10.039087,10,30.875133,5,4.963103,5,10.008316,10,0.169842,0.257824,0.221407,0.018048,-0.300365,-0.047053
83.8,0,4.994762,5,-0.583245,10,5.001036,5,10.096145,10,30.927058,5,5.005025,5,10.06127,10,0.170808,0.257502,0.220762,0.01837,-0.301332,-0.047053
83.81,0,4.998964,5,-0.587305,10,4.95771,5,10.045427,10,30.889969,5,4.965432,5,10.027825,10,0.169842,0.257824,0.221084,0.01837,-0.301332,-0.047375
83.82,0,4.991961,5,-0.591364,10,4.889627,5,10.010558,10,30.929531,5,4.958445,5,9.997167,10,0.171131,0.258791,0.222373,0.018692,-0.30101,-0.047697
83.83,0,4.994762,5,-0.588658,10,4.982468,5,10.061276,10,30.944366,5,4.99338,5,10.04176,10,0.170486,0.258469,0.222051,0.017725,-0.301332,-0.047375
83.84,0,4.961146,5,-0.591364,10,4.939142,5,10.032747,10,30.880078,5,4.963103,5,10.008316,10,0.170808,0.258791,0.22334,0.019015,-0.301332,-0.047053
83.85,0,4.973752,5,-0.591364,10,5.01032,5,10.058107,10,30.929531,5,5.005025,5,10.064057,10,0.169842,0.259436,0.221084,0.01837,-0.301332,-0.047375
83.86,0,4.984958,5,-0.595424,10,4.951521,5,10.035917,10,30.889969,5,4.979406,5,10.016677,10,0.170486,0.258147,0.220762,0.018692,-0.301654,-0.04802
83.87,0,4.99056,5,-0.592718,10,4.917479,5,10.026408,10,30.924585,5,4.956116,5,9.991593,10,0.170486,0.259758,0.221407,0.01837,-0.302299,-0.047053
83.88,0,4.991961,5,-0.587305,10,4.973184,5,10.067616,10,30.936948,5,4.99338,5,10.027825,10,0.169519,0.258791,0.222373,0.018692,-0.301332,-0.04802
83.89,0,5.000365,5,-0.591364,10,4.920574,5,10.016898,10,30.889969,5,4.972419,5,9.986019,10,0.170486,0.259758,0.222051,0.019015,-0.301654,-0.047697
83.9,0,5.003166,5,-0.591364,10,4.997941,5,10.083466,10,30.927058,5,5.014341,5,10.052909,10,0.170808,0.259758,0.222373,0.018692,-0.30101,-0.048342
83.91,0,5.003166,5,-0.592718,10,4.951521,5,10.029577,10,30.889969,5,4.984064,5,10.002742,10,0.170164,0.258469,0.221084,0.018048,-0.302299,-0.048342
83.92,0,5.01157,5,-0.590011,10,5.013415,5,10.004218,10,30.932003,5,4.953787,5,9.924704,10,0.170808,0.258791,0.221407,0.018048,-0.301977,-0.04802
83.93,0,5.012971,5,-0.590011,10,4.979373,5,10.039087,10,30.899859,5,4.995709,5,10.030612,10,0.170808,0.258791,0.222051,0.018048,-0.302299,-0.048664
83.94,0,5.022776,5,-0.590011,10,4.926763,5,10.007388,10,30.882551,5,4.967761,5,9.977658,10,0.170486,0.258791,0.221407,0.018048,-0.301654,-0.047697
83.95,0,5.012971,5,-0.590011,10,5.01032,5,10.067616,10,30.927058,5,4.921181,5,10.04176,10,0.170808,0.258469,0.220762,0.01837,-0.302299,-0.048342
83.96,0,5.019974,5,-0.588658,10,4.963899,5,10.020068,10,30.880078,5,4.991051,5,10.005529,10,0.169842,0.258147,0.221729,0.018048,-0.301332,-0.04802
83.97,0,5.008769,5,-0.594071,10,4.902005,5,10.007388,10,30.922113,5,4.979406,5,9.972084,10,0.171131,0.258147,0.220762,0.018048,-0.300688,-0.04802
83.98,0,4.998964,5,-0.590011,10,4.988657,5,10.042257,10,30.934476,5,5.007354,5,10.019464,10,0.169842,0.258147,0.22044,0.017725,-0.301977,-0.048987
83.99,0,4.998964,5,-0.595424,10,4.942237,5,10.023238,10,30.877606,5,4.967761,5,9.997167,10,0.169842,0.25718,0.221729,0.017403,-0.301977,-0.047697
84,0,5.005968,5,-0.581892,10,5.019604,5,10.067616,10,30.927058,5,5.01667,5,10.038973,10,0.169519,0.257502,0.221407,0.018048,-0.303266,-0.048342
84.01,0,4.998964,5,-0.591364,10,4.954615,5,10.026408,10,30.872661,5,4.977077,5,9.991593,10,0.169519,0.257502,0.221729,0.017725,-0.302621,-0.048664
84.02,0,5.001766,5,-0.587305,10,4.994847,5,9.994708,10,30.917167,5,4.963103,5,9.977658,10,0.169519,0.25718,0.22044,0.017725,-0.301654,-0.048664
84.03,0,4.996163,5,-0.588658,10,4.997941,5,10.039087,10,30.927058,5,4.998038,5,10.022251,10,0.169842,0.258147,0.220762,0.018048,-0.302621,-0.047697
84.04,0,4.984958,5,-0.590011,10,4.932952,5,9.997878,10,30.882551,5,4.965432,5,9.972084,10,0.170164,0.258791,0.220762,0.018048,-0.301654,-0.048664
84.05,0,4.99056,5,-0.588658,10,5.013415,5,10.054937,10,30.941894,5,5.014341,5,10.036186,10,0.169842,0.258469,0.221084,0.017725,-0.302299,-0.04802
84.06,0,4.987759,5,-0.592718,10,4.970089,5,10.004218,10,30.946839,5,4.979406,5,9.983232,10,0.169519,0.257502,0.221084,0.017725,-0.302299,-0.04802
84.07,0,4.977954,5,-0.590011,10,4.908195,5,9.982029,10,30.902332,5,4.956116,5,10.002742,10,0.170486,0.257824,0.222051,0.01837,-0.302943,-0.047375
