Time, New Command, Measured EIP, Command EIP, Measured DI, Command DI, Measured EDC, Command EDC, Measured PI, Command PI, Measured LUM, Command LUM, Measured FDS, Command FDS, Measured FDP, Command FDP, Force y, Mx, Force x, M z, M y, Force z
24.03,0,4.998964,5,-0.60625,10,9.890667,10,9.95667,10,30.899859,5,5.021328,5,5.064077,5,0.201103,0.299398,0.124722,0.023526,-0.182088,-0.028683
24.04,0,4.991961,5,-0.607603,10,9.875194,10,9.918631,10,30.872661,5,4.977077,5,5.022271,5,0.20207,0.299398,0.1244,0.023849,-0.1837,-0.028683
24.05,0,5.004567,5,-0.604897,10,9.91233,10,9.985199,10,30.90975,5,5.035302,5,5.08916,5,0.20207,0.300043,0.124722,0.024171,-0.183055,-0.028361
24.06,0,5.01017,5,-0.61031,10,9.844247,10,9.915461,10,30.865243,5,5.002696,5,5.058503,5,0.20207,0.300365,0.125367,0.023849,-0.183055,-0.029972
24.07,0,5.003166,5,-0.61031,10,9.927804,10,9.836213,10,30.922113,5,5.000367,5,5.04178,5,0.201747,0.299721,0.124078,0.023526,-0.1837,-0.029005
24.08,0,4.997564,5,-0.611663,10,9.887572,10,9.94399,10,30.922113,5,5.023657,5,5.08916,5,0.201747,0.299721,0.1244,0.023204,-0.183055,-0.028038
24.09,0,4.993362,5,-0.607603,10,9.838057,10,9.896441,10,30.865243,5,5.000367,5,5.047354,5,0.201747,0.299721,0.123433,0.023204,-0.182733,-0.029327
24.1,0,4.997564,5,-0.607603,10,9.921614,10,9.963009,10,30.912222,5,5.035302,5,4.958169,5,0.201103,0.298754,0.125367,0.022882,-0.1837,-0.028038
24.11,0,5.004567,5,-0.60625,10,9.872099,10,9.92497,10,30.865243,5,5.000367,5,5.06129,5,0.201425,0.299398,0.124722,0.023849,-0.182411,-0.029327
24.12,0,4.997564,5,-0.60219,10,9.940182,10,9.915461,10,30.907277,5,4.991051,5,5.033419,5,0.20207,0.299398,0.1244,0.024171,-0.183055,-0.028038
24.13,0,4.998964,5,-0.608956,10,9.887572,10,9.94399,10,30.875133,5,5.021328,5,5.075225,5,0.201425,0.298432,0.123433,0.023526,-0.183055,-0.028683
24.14,0,5.000365,5,-0.60625,10,9.856625,10,9.912291,10,30.902332,5,4.981735,5,5.033419,5,0.201747,0.299076,0.123433,0.023204,-0.182733,-0.028361
24.15,0,5.000365,5,-0.604897,10,9.909235,10,9.966179,10,30.815791,5,5.035302,5,5.086373,5,0.200458,0.298754,0.124078,0.022882,-0.182411,-0.028038
24.16,0,4.993362,5,-0.61031,10,9.872099,10,9.92814,10,30.872661,5,5.005025,5,5.044567,5,0.201425,0.299076,0.123756,0.023526,-0.182733,-0.027716
24.17,0,4.997564,5,-0.603543,10,9.8133,10,9.886932,10,30.830626,5,4.979406,5,5.027845,5,0.200781,0.298109,0.123756,0.023526,-0.1837,-0.028361
24.18,0,4.993362,5,-0.608956,10,9.878288,10,9.94399,10,30.885024,5,5.01667,5,5.064077,5,0.200781,0.299076,0.124078,0.023526,-0.182411,-0.028361
24.19,0,5.000365,5,-0.608956,10,9.856625,10,9.915461,10,30.847935,5,4.986393,5,5.04178,5,0.200781,0.299076,0.123433,0.022882,-0.183055,-0.029005
24.2,0,4.996163,5,-0.60625,10,9.921614,10,9.959839,10,30.897387,5,5.032973,5,5.091947,5,0.201425,0.298754,0.124722,0.023849,-0.181444,-0.027394
24.21,0,5.001766,5,-0.611663,10,9.856625,10,9.921801,10,30.842989,5,4.988722,5,5.04178,5,0.201747,0.299076,0.123433,0.024493,-0.182733,-0.029005
24.22,0,4.991961,5,-0.60625,10,9.930898,10,9.886932,10,30.899859,5,4.974748,5,5.030632,5,0.201103,0.298754,0.124078,0.023849,-0.181766,-0.028683
24.23,0,4.993362,5,-0.603543,10,9.881383,10,9.92497,10,30.907277,5,5.005025,5,5.072438,5,0.201747,0.298109,0.124078,0.023526,-0.183055,-0.028038
24.24,0,4.991961,5,-0.608956,10,9.819489,10,9.880592,10,30.845462,5,4.981735,5,5.022271,5,0.201425,0.298754,0.124078,0.023526,-0.182088,-0.027716
24.25,0,4.991961,5,-0.607603,10,9.906141,10,9.94082,10,30.892441,5,5.028315,5,5.083586,5,0.201747,0.299076,0.123433,0.023526,-0.182733,-0.028038
24.26,1,4.991961,10,-0.60625,10,9.85972,10,9.896441,10,30.850407,5,4.991051,5,5.044567,5,0.201103,0.298754,0.125045,0.023526,-0.182088,-0.028361
24.27,0,4.98916,10,-0.613016,10,9.937088,10,9.839383,10,30.899859,5,4.981735,5,4.988826,5,0.20207,0.298754,0.124078,0.024493,-0.182733,-0.027394
24.28,0,4.996163,10,-0.60625,10,9.884478,10,9.912291,10,30.904804,5,5.012012,5,5.066864,5,0.201425,0.299076,0.124078,0.023526,-0.182411,-0.027716
24.29,0,5.01157,10,-0.61031,10,9.940182,10,9.886932,10,30.847935,5,4.974748,5,5.04178,5,0.20207,0.299398,0.125045,0.024493,-0.182088,-0.028683
24.3,0,5.490598,10,-0.60625,10,9.995887,10,9.804514,10,30.749031,5,4.911865,5,4.944233,5,0.201103,0.299076,0.123756,0.023204,-0.183055,-0.028683
24.31,0,6.5467,10,-0.61031,10,10.014455,10,9.833043,10,30.78612,5,4.953787,5,5.01391,5,0.20207,0.299076,0.124722,0.024171,-0.182411,-0.028038
24.32,0,7.272245,10,-0.608956,10,9.927804,10,9.92497,10,30.749031,5,4.937484,5,4.974891,5,0.201747,0.298109,0.124722,0.023849,-0.182733,-0.027072
24.33,0,7.829711,10,-0.60625,10,9.933993,10,9.985199,10,30.781174,5,4.890904,5,5.005549,5,0.199814,0.297465,0.1244,0.023526,-0.183055,-0.026105
24.34,0,8.263918,10,-0.611663,10,9.903046,10,9.883762,10,30.731722,5,4.883917,5,4.955382,5,0.200781,0.297465,0.124078,0.023204,-0.182088,-0.023849
24.35,0,8.601479,10,-0.613016,10,9.986603,10,10.004218,10,30.791065,5,4.818705,5,4.899641,5,0.199814,0.295531,0.122789,0.023204,-0.181122,-0.024816
24.36,0,8.912427,10,-0.600837,10,9.921614,10,9.95033,10,30.793537,5,4.881588,5,4.944233,5,0.200458,0.295209,0.1215,0.023204,-0.181122,-0.021593
24.37,0,9.123929,10,-0.61031,10,9.995887,10,9.918631,10,30.746558,5,4.862956,5,4.935872,5,0.199169,0.294887,0.121177,0.023526,-0.17951,-0.02256
24.38,0,9.216373,10,-0.60625,10,9.937088,10,9.95667,10,30.798483,5,4.886246,5,4.974891,5,0.199169,0.294242,0.120211,0.023526,-0.179832,-0.020948
24.39,0,9.320022,10,-0.611663,10,9.986603,10,9.883762,10,30.813318,5,4.846653,5,4.933085,5,0.199814,0.293597,0.119888,0.022237,-0.17951,-0.020948
24.4,0,9.345234,10,-0.61031,10,9.974224,10,9.994708,10,30.753976,5,4.890904,5,4.863409,5,0.198525,0.293597,0.119566,0.023526,-0.179188,-0.021593
24.41,0,9.371847,10,-0.615723,10,9.992792,10,9.9535,10,30.788592,5,4.862956,5,4.941446,5,0.199169,0.294564,0.118599,0.022882,-0.180477,-0.020626
24.42,0,9.531523,10,-0.611663,10,9.940182,10,10.026408,10,30.68227,5,4.844324,5,4.905215,5,0.19788,0.292631,0.120211,0.022882,-0.179188,-0.019659
24.43,0,9.642176,10,-0.607603,10,9.989698,10,9.988369,10,30.773757,5,4.865285,5,4.949808,5,0.19788,0.294564,0.119888,0.023526,-0.179188,-0.020626
24.44,0,9.782243,10,-0.607603,10,9.937088,10,9.95667,10,30.749031,5,4.848982,5,4.910789,5,0.198525,0.292631,0.119566,0.022237,-0.17951,-0.019015
24.45,0,9.778041,10,-0.607603,10,10.039213,10,10.010558,10,30.791065,5,4.779112,5,4.958169,5,0.197235,0.293597,0.118599,0.022237,-0.177899,-0.019337
24.46,0,9.846674,10,-0.611663,10,10.082539,10,9.9535,10,30.753976,5,4.846653,5,4.908002,5,0.197235,0.292953,0.119566,0.023849,-0.177899,-0.018692
24.47,0,9.870486,10,-0.613016,10,10.033024,10,10.023238,10,30.798483,5,4.914194,5,4.832751,5,0.198202,0.292631,0.118921,0.022882,-0.178221,-0.018048
24.48,0,9.855078,10,-0.60625,10,10.067065,10,9.978859,10,30.768811,5,4.9468,5,4.930298,5,0.19788,0.29392,0.118921,0.022882,-0.177576,-0.019015
24.49,0,9.829866,10,-0.617076,10,10.011361,10,9.95033,10,30.78612,5,4.99338,5,4.891279,5,0.197558,0.292631,0.119244,0.023526,-0.177254,-0.018048
24.5,0,9.828465,10,-0.611663,10,10.076349,10,10.013728,10,30.699579,5,4.921181,5,4.941446,5,0.19788,0.293275,0.117955,0.023849,-0.177576,-0.018692
24.51,0,9.947522,10,-0.61031,10,10.005171,10,9.963009,10,30.753976,5,4.99338,5,4.908002,5,0.19788,0.294242,0.118921,0.023204,-0.177899,-0.019015
24.52,0,9.985341,10,-0.604897,10,9.909235,10,10.032747,10,30.692161,5,4.963103,5,4.896853,5,0.198525,0.294242,0.119566,0.023526,-0.176932,-0.019015
24.53,0,9.944721,10,-0.607603,10,10.026834,10,10.010558,10,30.761394,5,5.005025,5,4.930298,5,0.19788,0.293275,0.118599,0.023526,-0.17661,-0.018692
24.54,0,9.972734,10,-0.600837,10,9.952561,10,9.994708,10,30.726777,5,4.974748,5,4.896853,5,0.19788,0.293275,0.118599,0.023849,-0.175643,-0.017081
24.55,0,9.957327,10,-0.603543,10,10.029929,10,10.045427,10,30.783647,5,5.018999,5,4.944233,5,0.19788,0.292631,0.118599,0.023526,-0.176932,-0.017725
24.56,0,9.950324,10,-0.614369,10,9.980414,10,10.004218,10,30.776229,5,4.981735,5,4.930298,5,0.19788,0.294564,0.118599,0.024171,-0.176287,-0.016114
24.57,0,10.007751,10,-0.608956,10,10.01755,10,9.972519,10,30.731722,5,4.965432,5,4.880131,5,0.198202,0.294242,0.119566,0.024171,-0.17661,-0.017081
24.58,0,10.058175,10,-0.615723,10,9.986603,10,10.007388,10,30.781174,5,4.988722,5,4.916363,5,0.198525,0.294564,0.119566,0.024171,-0.176287,-0.017403
24.59,0,10.018957,10,-0.61031,10,9.952561,10,9.975689,10,30.79601,5,4.960774,5,4.877344,5,0.198202,0.293597,0.118599,0.023204,-0.17661,-0.017725
24.6,0,9.992344,10,-0.61031,10,10.026834,10,10.032747,10,30.721832,5,5.007354,5,4.941446,5,0.198525,0.294242,0.119244,0.024171,-0.175643,-0.016759
24.61,0,9.98394,10,-0.611663,10,9.949467,10,9.972519,10,30.778702,5,4.979406,5,4.899641,5,0.198202,0.294887,0.118921,0.023849,-0.176287,-0.017081
24.62,0,9.957327,10,-0.60625,10,10.039213,10,9.899611,10,30.714414,5,5.035302,5,4.874557,5,0.198202,0.293275,0.117632,0.023849,-0.176287,-0.018048
24.63,0,9.950324,10,-0.608956,10,10.008266,10,9.994708,10,30.78612,5,5.025986,5,4.913576,5,0.199169,0.294564,0.119244,0.022882,-0.175965,-0.017081
24.64,0,9.971334,10,-0.611663,10,9.952561,10,9.985199,10,30.736668,5,4.998038,5,4.891279,5,0.199169,0.29392,0.118277,0.023526,-0.177576,-0.017725
24.65,0,9.954526,10,-0.600837,10,10.026834,10,10.035917,10,30.791065,5,5.042289,5,4.94702,5,0.19788,0.293597,0.118921,0.023526,-0.176287,-0.017403
24.66,0,9.988142,10,-0.60625,10,9.980414,10,9.982029,10,30.699579,5,5.005025,5,4.899641,5,0.198202,0.294242,0.118277,0.023849,-0.176932,-0.017725
24.67,0,10.00495,10,-0.61031,10,10.042308,10,9.899611,10,30.781174,5,4.991051,5,4.827177,5,0.19788,0.293597,0.119244,0.023849,-0.176287,-0.018048
24.68,0,9.996546,10,-0.61031,10,10.002077,10,10.001048,10,30.798483,5,5.018999,5,4.91915,5,0.198847,0.293275,0.118599,0.023526,-0.177576,-0.018692
24.69,0,9.988142,10,-0.608956,10,9.968035,10,9.975689,10,30.751503,5,4.988722,5,4.894066,5,0.198202,0.29392,0.118599,0.023204,-0.17661,-0.017403
24.7,0,10.014755,10,-0.608956,10,10.033024,10,10.023238,10,30.793537,5,5.035302,5,4.944233,5,0.198525,0.292631,0.118277,0.02256,-0.17661,-0.019015
24.71,0,10.009152,10,-0.607603,10,9.96494,10,9.985199,10,30.753976,5,5.000367,5,4.899641,5,0.198525,0.294242,0.118599,0.022882,-0.177576,-0.01837
24.72,0,10.100196,10,-0.61031,10,10.048497,10,10.020068,10,30.704524,5,4.984064,5,4.87177,5,0.197558,0.293597,0.117632,0.02256,-0.176932,-0.019337
24.73,0,10.091791,10,-0.60625,10,10.005171,10,10.020068,10,30.756448,5,5.007354,5,4.910789,5,0.198202,0.292631,0.117632,0.022882,-0.177254,-0.01837
24.74,0,10.062377,10,-0.60625,10,9.961845,10,9.994708,10,30.791065,5,4.979406,5,4.891279,5,0.19788,0.293597,0.118599,0.02256,-0.177576,-0.017725
24.75,0,10.044169,10,-0.60625,10,10.033024,10,10.054937,10,30.726777,5,5.018999,5,4.941446,5,0.196913,0.293275,0.117955,0.023526,-0.17661,-0.018048
24.76,0,10.023159,10,-0.60625,10,9.97113,10,10.001048,10,30.746558,5,4.99338,5,4.891279,5,0.198847,0.292953,0.116988,0.024171,-0.176932,-0.017725
24.77,0,10.016155,10,-0.611663,10,10.039213,10,9.93448,10,30.803428,5,4.972419,5,4.807668,5,0.197235,0.293597,0.117955,0.022237,-0.177254,-0.018048
24.78,0,10.006351,10,-0.604897,10,9.992792,10,10.039087,10,30.766339,5,5.002696,5,4.916363,5,0.197558,0.292631,0.117955,0.023204,-0.176932,-0.018048
24.79,0,9.995145,10,-0.614369,10,9.946372,10,9.991539,10,30.709469,5,4.965432,5,4.87177,5,0.197558,0.292953,0.117955,0.023204,-0.17661,-0.018048
24.8,0,9.992344,10,-0.61031,10,10.020645,10,10.048597,10,30.783647,5,5.018999,5,4.935872,5,0.196913,0.293275,0.117955,0.023849,-0.175965,-0.017403
24.81,0,9.976936,10,-0.603543,10,9.96494,10,9.991539,10,30.746558,5,4.981735,5,4.902428,5,0.198202,0.293275,0.117632,0.022882,-0.176932,-0.017403
24.82,0,9.972734,10,-0.607603,10,10.042308,10,9.915461,10,30.800955,5,4.92351,5,4.877344,5,0.198847,0.294242,0.118277,0.023204,-0.176932,-0.018048
24.83,0,9.967132,10,-0.60625,10,9.986603,10,10.016898,10,30.808373,5,5.002696,5,4.924724,5,0.19788,0.292631,0.119244,0.022882,-0.177576,-0.017403
24.84,0,9.961529,10,-0.614369,10,9.955656,10,9.982029,10,30.773757,5,4.99338,5,4.899641,5,0.19788,0.294242,0.117955,0.023849,-0.17661,-0.016436
24.85,0,9.954526,10,-0.611663,10,10.014455,10,10.039087,10,30.810846,5,5.035302,5,4.941446,5,0.198847,0.293275,0.118599,0.022882,-0.175965,-0.017725
24.86,0,9.957327,10,-0.60625,10,9.968035,10,9.994708,10,30.758921,5,5.002696,5,4.891279,5,0.198525,0.292953,0.118599,0.023526,-0.176287,-0.017081
24.87,0,9.946122,10,-0.611663,10,10.029929,10,10.007388,10,30.803428,5,4.974748,5,4.832751,5,0.198847,0.29392,0.119244,0.023849,-0.17661,-0.018048
24.88,0,9.946122,10,-0.608956,10,9.995887,10,10.016898,10,30.768811,5,5.007354,5,4.913576,5,0.198202,0.294564,0.117955,0.024171,-0.176287,-0.017403
24.89,0,9.937718,10,-0.611663,10,9.943277,10,9.969349,10,30.798483,5,4.991051,5,4.880131,5,0.198202,0.293275,0.118599,0.023849,-0.175321,-0.016436
24.9,0,9.934916,10,-0.603543,10,10.014455,10,10.029577,10,30.716887,5,5.03996,5,4.935872,5,0.198202,0.294242,0.118277,0.023526,-0.175321,-0.018048
24.91,0,9.936317,10,-0.60625,10,9.955656,10,9.988369,10,30.761394,5,5.012012,5,4.891279,5,0.198525,0.292631,0.119888,0.023849,-0.176287,-0.016436
24.92,0,9.933516,10,-0.607603,10,10.039213,10,9.92814,10,30.726777,5,4.988722,5,4.813242,5,0.198847,0.294242,0.118599,0.022882,-0.176287,-0.017081
24.93,0,9.944721,10,-0.60625,10,10.085634,10,10.013728,10,30.766339,5,5.021328,5,4.91915,5,0.19788,0.294887,0.119888,0.024171,-0.175643,-0.017725
24.94,0,9.967132,10,-0.61031,10,10.008266,10,9.985199,10,30.741613,5,5.002696,5,4.87177,5,0.198525,0.293597,0.118277,0.023204,-0.175965,-0.017725
24.95,0,9.979738,10,-0.60625,10,10.088728,10,10.045427,10,30.78612,5,5.009683,5,4.930298,5,0.198202,0.29392,0.118277,0.023204,-0.17661,-0.017725
24.96,0,9.981139,10,-0.607603,10,10.026834,10,10.001048,10,30.746558,5,4.998038,5,4.902428,5,0.198525,0.293597,0.119244,0.022882,-0.174998,-0.018692
24.97,0,9.993745,10,-0.604897,10,9.977319,10,9.918631,10,30.793537,5,4.9468,5,4.868983,5,0.198847,0.293275,0.118277,0.022882,-0.177254,-0.019015
24.98,0,10.013354,10,-0.607603,10,10.029929,10,10.020068,10,30.746558,5,5.012012,5,4.938659,5,0.197235,0.294887,0.117955,0.023204,-0.175965,-0.018048
24.99,0,10.027361,10,-0.608956,10,9.989698,10,9.988369,10,30.73914,5,4.988722,5,5.019484,5,0.198847,0.292953,0.11731,0.023526,-0.176287,-0.017403
25,0,10.052573,10,-0.607603,10,10.057781,10,10.045427,10,30.768811,5,5.025986,5,5.075225,5,0.197558,0.293597,0.118921,0.022882,-0.17661,-0.018692
25.01,0,10.062377,10,-0.608956,10,9.992792,10,9.997878,10,30.726777,5,5.000367,5,5.066864,5,0.198202,0.29392,0.118599,0.023204,-0.177899,-0.018692
25.02,0,10.058175,10,-0.599484,10,10.042308,10,10.054937,10,30.788592,5,4.965432,5,5.047354,5,0.198525,0.294564,0.116665,0.022882,-0.176287,-0.018692
25.03,0,10.059576,10,-0.604897,10,10.014455,10,10.023238,10,30.756448,5,5.005025,5,5.072438,5,0.19788,0.293597,0.117632,0.02256,-0.175965,-0.018692
25.04,0,10.101596,10,-0.607603,10,9.943277,10,9.982029,10,30.719359,5,4.981735,5,5.033419,5,0.198202,0.292953,0.117632,0.02256,-0.175965,-0.01837
25.05,0,10.1086,10,-0.60219,10,10.033024,10,10.045427,10,30.771284,5,5.037631,5,5.083586,5,0.198847,0.292631,0.116665,0.02256,-0.176287,-0.018048
25.06,0,10.086189,10,-0.604897,10,9.977319,10,9.994708,10,30.73914,5,5.002696,5,5.038993,5,0.197558,0.292953,0.117632,0.023204,-0.17661,-0.018692
25.07,0,10.079185,10,-0.611663,10,10.054687,10,9.93765,10,30.78612,5,5.065579,5,5.025058,5,0.197558,0.293275,0.117632,0.023204,-0.17661,-0.01837
25.08,0,10.062377,10,-0.611663,10,9.995887,10,10.010558,10,30.751503,5,5.030644,5,5.052929,5,0.19788,0.292308,0.11731,0.023204,-0.17661,-0.017403
25.09,0,10.052573,10,-0.608956,10,10.051592,10,9.982029,10,30.778702,5,5.012012,5,4.997187,5,0.197558,0.292631,0.117632,0.023526,-0.177899,-0.018048
25.1,0,10.045569,10,-0.60625,10,10.033024,10,10.045427,10,30.689688,5,5.058592,5,5.06129,5,0.19788,0.292631,0.117955,0.023526,-0.175643,-0.018048
25.11,0,10.021758,10,-0.604897,10,9.974224,10,9.988369,10,30.741613,5,5.023657,5,5.011123,5,0.197235,0.292953,0.11731,0.023204,-0.176932,-0.017725
25.12,0,10.024559,10,-0.60625,10,10.051592,10,10.058107,10,30.660017,5,5.000367,5,4.935872,5,0.197235,0.292308,0.11731,0.022882,-0.17661,-0.016759
25.13,0,10.021758,10,-0.60625,10,9.992792,10,10.029577,10,30.753976,5,5.032973,5,5.030632,5,0.197558,0.29392,0.118277,0.02256,-0.175965,-0.018048
25.14,0,10.020357,10,-0.61031,10,9.91852,10,10.016898,10,30.778702,5,5.018999,5,5.002762,5,0.197558,0.292308,0.11731,0.023849,-0.175643,-0.018048
25.15,0,10.007751,10,-0.604897,10,10.039213,10,10.058107,10,30.702051,5,5.051605,5,5.052929,5,0.197558,0.293275,0.118599,0.023526,-0.176287,-0.017081
25.16,0,10.006351,10,-0.604897,10,9.968035,10,10.020068,10,30.751503,5,5.01667,5,5.011123,5,0.19788,0.293275,0.11731,0.023849,-0.174676,-0.017081
25.17,0,10.002149,10,-0.604897,10,10.045402,10,9.994708,10,30.781174,5,4.998038,5,4.977678,5,0.198847,0.292953,0.117955,0.023526,-0.175321,-0.018048
25.18,0,10.002149,10,-0.607603,10,9.995887,10,10.026408,10,30.763866,5,5.030644,5,5.01391,5,0.19788,0.29392,0.118599,0.023849,-0.175643,-0.017403
25.19,0,9.995145,10,-0.607603,10,9.949467,10,10.004218,10,30.791065,5,4.99338,5,5.005549,5,0.19788,0.292953,0.118277,0.023849,-0.174354,-0.017081
25.2,0,9.990943,10,-0.596777,10,10.020645,10,10.045427,10,30.704524,5,5.042289,5,5.055716,5,0.198202,0.292953,0.117955,0.023849,-0.175643,-0.018048
25.21,0,9.993745,10,-0.604897,10,9.961845,10,9.997878,10,30.749031,5,5.005025,5,4.991613,5,0.19788,0.293275,0.117632,0.023849,-0.175321,-0.017403
25.22,0,9.988142,10,-0.604897,10,10.051592,10,9.991539,10,30.763866,5,4.984064,5,5.019484,5,0.199169,0.293597,0.118599,0.023849,-0.174998,-0.01837
25.23,0,9.979738,10,-0.607603,10,10.048497,10,10.010558,10,30.758921,5,5.009683,5,5.025058,5,0.198847,0.294242,0.118277,0.024171,-0.175321,-0.017403
25.24,0,9.979738,10,-0.615723,10,10.002077,10,9.972519,10,30.689688,5,4.99338,5,4.983252,5,0.198202,0.29392,0.118599,0.023204,-0.175965,-0.01837
25.25,0,9.978337,10,-0.60625,10,10.063971,10,10.035917,10,30.771284,5,5.030644,5,5.038993,5,0.198847,0.293597,0.117955,0.022882,-0.175643,-0.01837
25.26,1,9.979738,5,-0.607603,5,10.002077,5,9.985199,5,30.788592,10,4.988722,5,4.997187,5,0.198525,0.294242,0.117955,0.023849,-0.175321,-0.01837
25.27,0,9.976936,5,-0.613016,5,9.924709,5,9.966179,5,30.734195,10,4.981735,5,4.910789,5,0.198202,0.292631,0.117955,0.023849,-0.17661,-0.018048
25.28,0,9.972734,5,-0.604897,5,10.011361,5,9.997878,5,30.771284,10,5.014341,5,5.01391,5,0.198525,0.293597,0.117955,0.023204,-0.176287,-0.018048
25.29,0,9.883092,5,-0.600837,5,9.494545,5,9.959839,5,30.798483,10,4.984064,5,4.991613,5,0.198525,0.29392,0.118921,0.022882,-0.176287,-0.019015
25.3,0,9.374648,5,-0.604897,5,8.643501,5,9.439975,5,30.86277,10,5.051605,5,5.044567,5,0.198202,0.294564,0.117955,0.023526,-0.175965,-0.01837
25.31,0,8.167272,5,-0.603543,5,7.900772,5,8.191031,5,30.991346,10,5.093527,5,5.097521,5,0.198202,0.29392,0.116988,0.022882,-0.175321,-0.017081
25.32,0,7.416514,5,-0.603543,5,7.318968,5,7.309798,5,31.137229,10,5.168055,5,5.181133,5,0.198202,0.293597,0.116665,0.02256,-0.174998,-0.018692
25.33,0,7.087357,5,-0.60219,5,7.071392,5,7.183001,5,31.201517,10,5.189016,5,5.206217,5,0.199169,0.294887,0.117632,0.023204,-0.175643,-0.019981
25.34,0,6.864651,5,-0.59813,5,6.777395,5,7.005487,5,31.233661,10,5.161068,5,5.167198,5,0.199491,0.29392,0.117632,0.02256,-0.176932,-0.020948
25.35,0,6.639144,5,-0.600837,5,6.597902,5,6.90088,5,31.258387,10,5.20299,5,5.058503,5,0.198847,0.294242,0.11731,0.022882,-0.175965,-0.02127
25.36,0,6.361812,5,-0.59813,5,6.300811,5,6.504642,5,31.228715,10,5.1797,5,5.147688,5,0.199491,0.295209,0.117955,0.023204,-0.17661,-0.02256
25.37,0,6.085881,5,-0.599484,5,5.951109,5,6.165462,5,31.283113,10,5.121475,5,5.189494,5,0.200781,0.295531,0.118277,0.022237,-0.17661,-0.022882
25.38,0,5.889787,5,-0.594071,5,5.78709,5,5.89602,5,31.312784,10,5.196003,5,5.186707,5,0.200136,0.296176,0.119888,0.02256,-0.177254,-0.025138
25.39,0,5.707701,5,-0.590011,5,5.790185,5,5.731185,5,31.273222,10,5.189016,5,5.153263,5,0.201747,0.29682,0.118277,0.02256,-0.177254,-0.024816
25.4,0,5.577439,5,-0.595424,5,5.830416,5,5.598049,5,31.317729,10,5.22628,5,5.211791,5,0.200136,0.297465,0.119566,0.023849,-0.177254,-0.024816
25.41,0,5.501803,5,-0.599484,5,5.654018,5,5.477592,5,31.268277,10,5.198332,5,5.172772,5,0.201425,0.297787,0.121177,0.02256,-0.178221,-0.025782
25.42,0,5.440174,5,-0.59813,5,5.459052,5,5.404685,5,31.310311,10,5.184358,5,5.100308,5,0.201747,0.297787,0.120211,0.023204,-0.178543,-0.026427
25.43,0,5.384147,5,-0.599484,5,5.276464,5,5.319097,5,31.278167,10,5.207648,5,5.18392,5,0.200781,0.298432,0.120855,0.024171,-0.178543,-0.026749
25.44,0,5.349131,5,-0.60219,5,5.223854,5,5.360306,5,31.243551,10,5.172713,5,5.186707,5,0.201103,0.298432,0.120855,0.023849,-0.177899,-0.027394
25.45,0,5.316915,5,-0.596777,5,5.282654,5,5.252529,5,31.285585,10,5.223951,5,5.091947,5,0.201103,0.298432,0.121177,0.023204,-0.178866,-0.027394
25.46,0,5.258087,5,-0.59813,5,5.186718,5,5.322267,5,31.233661,10,5.184358,5,5.167198,5,0.201425,0.298109,0.121822,0.023526,-0.178543,-0.028038
25.47,0,5.214667,5,-0.59813,5,5.106256,5,5.274719,5,31.28064,10,5.1797,5,5.153263,5,0.201103,0.297787,0.123433,0.023204,-0.179188,-0.027394
25.48,0,5.155839,5,-0.59813,5,5.143392,5,5.198641,5,31.243551,10,5.205319,5,5.178346,5,0.200781,0.298432,0.123433,0.024171,-0.17951,-0.027716
25.49,0,5.126425,5,-0.588658,5,5.21457,5,5.132073,5,31.211407,10,5.184358,5,5.158837,5,0.202392,0.298754,0.123111,0.023526,-0.179832,-0.027716
25.5,0,5.11662,5,-0.594071,5,5.264086,5,5.097204,5,31.253441,10,5.22628,5,5.206217,5,0.20207,0.299076,0.123111,0.023526,-0.180155,-0.029005
25.51,0,5.09421,5,-0.600837,5,5.21457,5,5.024296,5,31.206462,10,5.191345,5,5.15605,5,0.20207,0.298754,0.124722,0.023526,-0.17951,-0.029005
25.52,0,5.067597,5,-0.600837,5,5.081498,5,5.094034,5,31.250969,10,5.163397,5,5.100308,5,0.20207,0.298754,0.122789,0.022882,-0.180799,-0.028683
25.53,0,5.071799,5,-0.59813,5,5.146487,5,5.021126,5,31.203989,10,5.196003,5,5.189494,5,0.201103,0.299076,0.124078,0.023849,-0.180477,-0.02965
25.54,0,5.066196,5,-0.599484,5,5.093877,5,4.964068,5,31.171845,10,5.158739,5,5.164411,5,0.202392,0.299398,0.1244,0.023849,-0.180155,-0.029327
25.55,0,5.068998,5,-0.583245,5,5.155771,5,5.017956,5,31.211407,10,5.212306,5,5.217365,5,0.203036,0.298754,0.124078,0.023526,-0.180477,-0.028683
25.56,0,5.054991,5,-0.60625,5,5.001036,5,5.043316,5,31.171845,10,5.177371,5,5.167198,5,0.202392,0.299398,0.123433,0.022882,-0.181122,-0.029005
25.57,0,5.015772,5,-0.595424,5,4.963899,5,4.979917,5,31.208935,10,5.161068,5,5.150475,5,0.202392,0.298754,0.1244,0.022882,-0.181122,-0.029327
25.58,0,4.993362,5,-0.595424,5,4.997941,5,4.998937,5,31.176791,10,5.189016,5,5.18392,5,0.201747,0.299721,0.123433,0.023849,-0.182088,-0.030294
25.59,0,5.033981,5,-0.596777,5,5.044362,5,5.046485,5,31.137229,10,5.158739,5,5.164411,5,0.201747,0.298754,0.1244,0.022882,-0.182411,-0.02965
